🕘️更新时间,#genre#
CCTV-世界地理,rtsp://115.153.245.70/PLTV/88888888/224/3221226965/86128966.smil
CCTV-世界地理,rtsp://115.153.247.80/PLTV/88888888/224/3221226965/86128966.smil
CCTV-世界地理,rtsp://115.153.222.112:554/PLTV/88888888/224/3221226965/86128966.smil
CCTV-中学生,http://8.134.110.147:5300/?id=zxs

🌊港·澳·台,#genre#
凤凰中文,http://s1.an94tv.cfd/aktv/CH-3/AKTV.m3u8
凤凰中文,https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8
凤凰资讯,http://s1.an94tv.cfd/aktv/CH-4/AKTV.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
凤凰香港,http://s1.an94tv.cfd/aktv/CH-5/AKTV.m3u8
凤凰香港,https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40
TVB-翡翠台,http://s1.an94tv.cfd/aktv/CH-0/AKTV.m3u8
TVB-翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40『线路08』
TVB-明珠台,http://s1.an94tv.cfd/aktv/CH-2/AKTV.m3u8
TVB-1,http://s1.an94tv.cfd/aktv/CH-8/AKTV.m3u8
TVB-J1,http://s1.an94tv.cfd/aktv/CH-17/AKTV.m3u8
TVB-Plus,http://s1.an94tv.cfd/aktv/tvbplus/AKTV.m3u8
TVB-无线新闻,http://s1.an94tv.cfd/aktv/CH-1/AKTV.m3u8
TVB-星河,http://s1.an94tv.cfd/taiwan2/tvb/AKTV.m3u8
TVB-明珠剧集,http://s1.an94tv.cfd/aktv/CH-19/AKTV.m3u8
TVB-翡翠剧集,http://s1.an94tv.cfd/aktv/CH-18/AKTV.m3u8
TVB-翡翠娱乐,http://s1.an94tv.cfd/aktv/CH-7/AKTV.m3u8
Viutv,https://cdn.iptv8k.top/dl/jrys.php?id=78&time=20240926215313&ip=111.229.253.40
TVBS,http://s1.an94tv.cfd/taiwan/tvbs/AKTV.m3u8
TVBS,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS-新闻,http://s1.an94tv.cfd/taiwan/tvbs-1/AKTV.m3u8
纬来体育,http://s1.an94tv.cfd/aktv2/CH-0/AKTV.m3u8
纬来体育,rtmp://60.248.77.83/sat/tv721
纬来体育,rtmp://9hv9.mine.nu/sat/tv721.flv
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;amp;amp;time=20240926215313&amp;amp;amp;ip=111.229.253.40
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&time=20240926215313&ip=111.229.253.40
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;time=20240926215313&amp;ip=111.229.253.40
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;amp;time=20240926215313&amp;amp;ip=111.229.253.40
纬来育乐,rtmp://9hv9.mine.nu/sat/tv701
纬来育乐,rtmp://60.248.77.83/sat/tv701
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来育乐,https://cdn.iptv8k.top/dl/jrys.php?id=289&time=20240926215313&ip=111.229.253.40
